"npi","zip","fipscounty","drug_name","generic_name","total_day_supply","total_claim_count"
1932296373,"37421","47065",TRAMADOL HCL,TRAMADOL HCL,2895,149
1578629036,"38242","47079",TRAMADOL HCL,TRAMADOL HCL,2895,90
1730488669,"38305","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2892,107
1689965873,"38570","47133",MORPHINE SULFATE ER,MORPHINE SULFATE,2892,98
1114060225,"37874","47123",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2891,101
1316975485,"37232","47037",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,2890,100
1841278546,"37096","47135",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2889,108
1164884938,"37642","47073",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2888,103
1912058579,"38120","47157",TRAMADOL HCL,TRAMADOL HCL,2888,203
1669445839,"38242","47079",TRAMADOL HCL,TRAMADOL HCL,2887,107
1063760627,"38551","47027",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2887,114
1427031038,"38120","47157",TRAMADOL HCL,TRAMADOL HCL,2886,124
1902035371,"38401","47119",TRAMADOL HCL,TRAMADOL HCL,2886,100
1093726085,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,2884,102
1871594630,"37892","47151",TRAMADOL HCL,TRAMADOL HCL,2883,101
1154366326,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2883,123
1104107507,"37922","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2883,103
1336377837,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,2882,113
1598735433,"37914","47093",OXYCODONE HCL,OXYCODONE HCL,2880,97
1518014604,"37355","47031",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2880,96
1649378464,"37398","47051",NUCYNTA ER,TAPENTADOL HCL,2880,97
1124560487,"37604","47179",MORPHINE SULFATE ER,MORPHINE SULFATE,2880,96
1174729735,"38019","47167",MORPHINE SULFATE ER,MORPHINE SULFATE,2880,98
1538384375,"37388","47031",TRAMADOL HCL,TRAMADOL HCL,2878,145
1174509681,"37421","47065",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,2875,150
1811967532,"37375","47051",HYDROMORPHONE HCL,HYDROMORPHONE HCL,2874,100
1609981752,"38116","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2874,107
1669479036,"38063","47097",TRAMADOL HCL,TRAMADOL HCL,2874,105
1467544148,"38555","47035",TRAMADOL HCL,TRAMADOL HCL,2872,106
1275997876,"37204","47037",OXYCODONE HCL,OXYCODONE HCL,2871,96
1104801943,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,2870,123
1598871642,"37209","47037",TRAMADOL HCL,TRAMADOL HCL,2870,103
1205819695,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2869,98
1902192008,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2869,105
1417996117,"37172","47147",TRAMADOL HCL,TRAMADOL HCL,2869,210
1265463293,"37130","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2867,100
1851367866,"37160","47003",FENTANYL,FENTANYL,2867,97
1366430993,"38225","47183",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2866,106
1821086281,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2865,206
1427023894,"37075","47165",TRAMADOL HCL,TRAMADOL HCL,2864,97
1205132206,"38229","47183",OXYCODONE HCL,OXYCODONE HCL,2863,97
1740352970,"37172","47147",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2862,112
1336102912,"38501","47141",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2861,103
1972708402,"38225","47183",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2860,105
1518031442,"37660","47163",MORPHINE SULFATE ER,MORPHINE SULFATE,2860,96
1942305461,"37027","47187",FENTANYL,FENTANYL,2860,101
1265455091,"37167","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2858,115
1760425748,"37075","47165",MORPHINE SULFATE,MORPHINE SULFATE,2858,99
1447275359,"37398","47051",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2857,114
1861892424,"37766","47013",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2857,99
1962664680,"37129","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2857,129
1619422136,"37920","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2856,116
1285167890,"37601","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2856,97
1689696189,"37916","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2855,102
1366733396,"37087","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2854,105
1851484000,"38401","47119",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2854,96
1073696977,"38018","47157",OXYCODONE HCL,OXYCODONE HCL,2854,105
1487052429,"37814","47063",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2853,102
1780665745,"37825","47025",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,2853,115
1073568218,"37748","47145",FENTANYL,FENTANYL,2851,109
1982705836,"38585","47175",TRAMADOL HCL,TRAMADOL HCL,2851,109
1982159356,"37909","47093",OXYCODONE HCL,OXYCODONE HCL,2850,107
1669515490,"38301","47113",MORPHINE SULFATE ER,MORPHINE SULFATE,2850,95
1740221647,"37912","47093",TRAMADOL HCL,TRAMADOL HCL,2850,158
1629518055,"37863","47155",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2850,95
1386755866,"37130","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2850,95
1417271925,"37377","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2850,98
1265460315,"37072","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2850,97
1144314766,"37311","47011",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2850,135
1245223866,"38125","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2849,142
1841278546,"37096","47135",TRAMADOL HCL,TRAMADOL HCL,2849,101
1710184130,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,2848,116
1134116205,"38351","47077",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2848,139
1205261559,"37923","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2846,99
1013972538,"37312","47011",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2846,104
1134527237,"37205","47037",MORPHINE SULFATE ER,MORPHINE SULFATE,2846,106
1700204781,"37660","47163",TRAMADOL HCL,TRAMADOL HCL,2844,99
1346565629,"38008","47069",TRAMADOL HCL,TRAMADOL HCL,2843,116
1285637124,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2842,100
1104867001,"37922","47093",TRAMADOL HCL,TRAMADOL HCL,2842,149
1447369657,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2841,120
1841527686,"37917","47093",MORPHINE SULFATE ER,MORPHINE SULFATE,2841,100
1558703629,"37918","47093",OXYCONTIN,OXYCODONE HCL,2840,99
1265490833,"37076","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2840,99
1194753459,"37615","47179",OXYCODONE HCL,OXYCODONE HCL,2840,284
1902809718,"37375","47051",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2839,98
1700018603,"37615","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2839,290
1851797625,"37909","47093",OXYCODONE HCL,OXYCODONE HCL,2839,98
1417076290,"38478","47055",TRAMADOL HCL,TRAMADOL HCL,2838,88
1932256898,"37204","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2836,108
1083640569,"37923","47093",TRAMADOL HCL,TRAMADOL HCL,2835,109
1952301541,"38501","47141",TRAMADOL HCL,TRAMADOL HCL,2834,109
1538414305,"37128","47149",FENTANYL,FENTANYL,2831,95
1700251600,"37923","47093",OXYCODONE HCL,OXYCODONE HCL,2831,97
1992792576,"37205","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2831,97
1316961410,"37055","47043",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2830,98
1104891514,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2830,113
1396719498,"37887","47129",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2826,107
1326384991,"37322","47121",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2826,103
1629400064,"37620","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2823,364
1558664581,"38068","47047",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2822,98
1114974086,"38343","47053",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2821,108
1063403434,"37203","47037",FENTANYL,FENTANYL,2820,94
1669890927,"37122","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2820,94
1437204732,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2820,94
1609287499,"38012","47075",FENTANYL,FENTANYL,2820,175
1699764118,"38012","47075",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2819,252
1710163290,"37415","47065",TRAMADOL HCL,TRAMADOL HCL,2819,116
1700259421,"37232","47037",MORPHINE SULFATE ER,MORPHINE SULFATE,2816,101
1679507149,"37421","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2815,98
1003902578,"37760","47089",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2815,105
1053396523,"38138","47157",TRAMADOL HCL,TRAMADOL HCL,2815,128
1174766372,"37763","47145",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2815,96
1942305461,"37027","47187",METHADONE HCL,METHADONE HCL,2815,101
1609912054,"37804","47009",OXYCODONE HCL,OXYCODONE HCL,2815,97
1477972719,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,2813,95
1811928799,"37757","47013",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2811,375
1114330321,"37921","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2811,96
1144222035,"37207","47037",MORPHINE SULFATE,MORPHINE SULFATE,2811,95
1750428082,"37920","47093",TRAMADOL HCL,TRAMADOL HCL,2811,98
1043217060,"38104","47157",TRAMADOL HCL,TRAMADOL HCL,2810,109
1811360225,"37087","47189",MORPHINE SULFATE ER,MORPHINE SULFATE,2809,94
1467462150,"37408","47065",TRAMADOL HCL,TRAMADOL HCL,2809,112
1043676422,"37033","47081",TRAMADOL HCL,TRAMADOL HCL,2809,98
1023097177,"37317","47139",OXYCODONE HCL,OXYCODONE HCL,2808,107
1689748634,"38501","47141",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2807,181
1538343678,"37601","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2806,109
1326170473,"37343","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2806,197
1164766937,"37887","47129",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2806,105
1013195452,"38464","47099",TRAMADOL HCL,TRAMADOL HCL,2805,99
1497123608,"37027","47187",FENTANYL,FENTANYL,2805,94
1538428230,"37620","47163",OPANA ER,OXYMORPHONE HCL,2805,94
1831132984,"37343","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2804,103
1225400484,"38201","47017",OXYCODONE HCL,OXYCODONE HCL,2802,95
1457584625,"37874","47123",TRAMADOL HCL,TRAMADOL HCL,2802,94
1568494474,"37403","47065",TRAMADOL HCL,TRAMADOL HCL,2801,274
1396932463,"37167","47149",TRAMADOL HCL,TRAMADOL HCL,2801,104
1437121092,"37066","47165",TRAMADOL HCL,TRAMADOL HCL,2801,139
1114393089,"37813","47063",TRAMADOL HCL,TRAMADOL HCL,2800,107
1922049824,"37916","47093",TRAMADOL HCL,TRAMADOL HCL,2800,147
1205945300,"37130","47149",TRAMADOL HCL,TRAMADOL HCL,2798,92
1861526667,"37862","47155",TRAMADOL HCL,TRAMADOL HCL,2798,121
1588807945,"37923","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2797,119
1295799120,"37604","47179",TRAMADOL HCL,TRAMADOL HCL,2796,101
1417031535,"37232","47037",TRAMADOL HCL,TRAMADOL HCL,2796,95
1063493815,"38478","47055",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2795,97
1821095761,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,2794,106
1245233063,"37040","47125",OXYCODONE HCL,OXYCODONE HCL,2793,103
1740271402,"37205","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2793,117
1134185242,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2792,104
1881672152,"38138","47157",TRAMADOL HCL,TRAMADOL HCL,2791,121
1629017397,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,2791,114
1578590550,"37803","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2791,100
1760448203,"37355","47031",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2791,127
1821064122,"37421","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2790,93
1851688865,"37203","47037",FENTANYL,FENTANYL,2790,93
1720527674,"37604","47179",MORPHINE SULFATE ER,MORPHINE SULFATE,2790,93
1275591505,"37916","47093",MORPHINE SULFATE ER,MORPHINE SULFATE,2790,93
1295738383,"37642","47073",MORPHINE SULFATE ER,MORPHINE SULFATE,2790,93
1568897338,"38242","47079",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2790,94
1649207416,"38375","47109",TRAMADOL HCL,TRAMADOL HCL,2789,132
1144248782,"37303","47107",FENTANYL,FENTANYL,2789,187
1669413563,"37918","47093",TRAMADOL HCL,TRAMADOL HCL,2789,96
1427312719,"37312","47011",OXYCODONE HCL,OXYCODONE HCL,2787,102
1558366963,"37857","47073",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2786,96
1588792899,"37923","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2786,107
1356680573,"38119","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2786,225
1285819227,"38117","47157",TRAMADOL HCL,TRAMADOL HCL,2785,96
1013390764,"37683","47091",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2785,95
1285675215,"37115","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2785,106
1356332076,"37040","47125",TRAMADOL HCL,TRAMADOL HCL,2784,116
1144670845,"37771","47105",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2784,100
1245235423,"37604","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2783,95
1811960834,"37777","47009",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2782,97
1437122355,"38116","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2776,129
1699764118,"38012","47075",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,2776,303
1043287568,"37087","47189",OXYCODONE HCL,OXYCODONE HCL,2776,135
1225027865,"37920","47093",TRAMADOL HCL,TRAMADOL HCL,2775,92
1124375605,"37862","47155",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2775,262
1194260067,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2775,93
1508811860,"37932","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2774,94
1275941908,"37840","47145",TRAMADOL HCL,TRAMADOL HCL,2774,109
1720451545,"38103","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2772,110
1326056839,"37167","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2772,143
1912947318,"37205","47037",TRAMADOL HCL,TRAMADOL HCL,2772,98
1124064167,"37923","47093",TRAMADOL HCL,TRAMADOL HCL,2772,127
1629413091,"38133","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2772,114
1982829297,"37091","47117",TRAMADOL HCL,TRAMADOL HCL,2772,207
1649510090,"38120","47157",OXYCONTIN,OXYCODONE HCL,2770,96
1437105608,"37355","47031",FENTANYL,FENTANYL,2770,93
1720186646,"37701","47009",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2769,94
1134545197,"37204","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2767,94
1225094337,"37660","47163",TRAMADOL HCL,TRAMADOL HCL,2767,143
1467636373,"38006","47033",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2767,186
1174785190,"37027","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2765,104
1952359945,"38556","47049",TRAMADOL HCL,TRAMADOL HCL,2765,104
1265960751,"38305","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2764,94
1831199223,"38501","47141",TRAMADOL HCL,TRAMADOL HCL,2764,123
1477946143,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,2760,92
1083671648,"37916","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2759,94
1740258334,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2759,241
1760520159,"37659","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2759,120
1922267442,"37692","47171",TRAMADOL HCL,TRAMADOL HCL,2758,96
1326384991,"37322","47121",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2757,95
1245600378,"37398","47051",TRAMADOL HCL,TRAMADOL HCL,2757,102
1669467981,"37067","47187",MORPHINE SULFATE ER,MORPHINE SULFATE,2756,93
1760436091,"38382","47053",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2756,102
1568726289,"37387","47061",OPANA ER,OXYMORPHONE HCL,2755,90
1588655021,"37205","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2754,120
1053346429,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,2751,112
1306847785,"37322","47121",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2751,144
1902809718,"37375","47051",TRAMADOL HCL,TRAMADOL HCL,2750,110
1447797808,"37830","47001",OXYCODONE HCL,OXYCODONE HCL,2750,92
1538166277,"37355","47031",FENTANYL,FENTANYL,2750,97
1689624439,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2749,127
1194122531,"37760","47089",OPANA ER,OXYMORPHONE HCL,2749,95
1386794816,"37185","47085",TRAMADOL HCL,TRAMADOL HCL,2747,87
1497747778,"38485","47181",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2747,113
1992854491,"37027","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2746,96
1386047744,"37311","47011",MORPHINE SULFATE ER,MORPHINE SULFATE,2745,92
1649692419,"37923","47093",OXYCODONE HCL,OXYCODONE HCL,2745,92
1922041409,"37885","47123",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2745,96
1992136469,"37745","47059",OPANA ER,OXYMORPHONE HCL,2745,92
1902842537,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,2744,111
1487644522,"37188","47147",TRAMADOL HCL,TRAMADOL HCL,2744,120
1730598186,"37615","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2743,281
1932173028,"37312","47011",TRAMADOL HCL,TRAMADOL HCL,2743,102
1982608758,"37604","47179",TRAMADOL HCL,TRAMADOL HCL,2742,97
1316131998,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2740,103
1255753810,"37743","47059",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2738,153
1467416149,"38138","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2738,104
1528155660,"37232","47037",TRAMADOL HCL,TRAMADOL HCL,2738,102
1891249645,"38201","47017",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2736,103
1841733847,"37620","47163",MORPHINE SULFATE ER,MORPHINE SULFATE,2735,92
1629432208,"37207","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2735,92
1023025301,"37412","47065",TRAMADOL HCL,TRAMADOL HCL,2734,101
1780634469,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2734,100
1407843089,"37064","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2734,96
1093808107,"37064","47187",TRAMADOL HCL,TRAMADOL HCL,2733,91
1659788750,"37174","47119",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2733,102
1518965128,"38119","47157",OXYCODONE HCL,OXYCODONE HCL,2733,100
1639152275,"37922","47093",TRAMADOL HCL,TRAMADOL HCL,2732,102
1326287814,"37075","47165",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2732,148
1629272620,"38001","47033",TRAMADOL HCL,TRAMADOL HCL,2732,130
1083601397,"37067","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2732,131
1174529432,"37725","47089",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2732,100
1508092818,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,2731,110
1386674679,"37421","47065",TRAMADOL HCL,TRAMADOL HCL,2731,66
1568413219,"37312","47011",TRAMADOL HCL,TRAMADOL HCL,2731,98
1922095561,"37096","47135",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,2731,101
1093800609,"37738","47155",MORPHINE SULFATE ER,MORPHINE SULFATE,2730,92
1275504326,"37841","47151",MORPHINE SULFATE ER,MORPHINE SULFATE,2730,91
1437571353,"37201","47037",FENTANYL,FENTANYL,2730,93
1730442039,"37825","47025",TRAMADOL HCL,TRAMADOL HCL,2730,95
1073665642,"37312","47011",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2730,144
1053312199,"38053","47157",MORPHINE SULFATE ER,MORPHINE SULFATE,2730,91
1205019940,"37421","47065",OXYCONTIN,OXYCODONE HCL,2730,91
1598187742,"37932","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2730,91
1578761375,"37040","47125",MORPHINE SULFATE ER,MORPHINE SULFATE,2729,92
1063452365,"37813","47063",OXYCODONE HCL,OXYCODONE HCL,2729,93
1306976212,"38103","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2729,104
1518958966,"37040","47125",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2728,126
1780684696,"38018","47157",TRAMADOL HCL,TRAMADOL HCL,2727,114
1033593223,"37615","47179",TRAMADOL HCL,TRAMADOL HCL,2727,97
1649425885,"37087","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2727,94
1083157788,"37615","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2726,295
1780600874,"38344","47017",TRAMADOL HCL,TRAMADOL HCL,2726,153
1093704744,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,2724,93
1043472269,"37813","47063",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2724,141
1265782502,"37075","47165",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2723,93
1760687537,"37743","47059",OXYCODONE HCL,OXYCODONE HCL,2722,92
1285165175,"37421","47065",TRAMADOL HCL,TRAMADOL HCL,2722,93
1497708739,"37909","47093",TRAMADOL HCL,TRAMADOL HCL,2721,102
1689079865,"37075","47165",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2720,221
1437128899,"37917","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2720,404
1750386819,"37303","47107",TRAMADOL HCL,TRAMADOL HCL,2719,116
1912922816,"37185","47085",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2719,95
1982073680,"37716","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2718,100
1063452399,"37205","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2718,99
1205179249,"37388","47031",OXYCODONE HCL,OXYCODONE HCL,2717,94
1154341543,"37110","47177",TRAMADOL HCL,TRAMADOL HCL,2716,103
1639554066,"38570","47133",OXYCODONE HCL,OXYCODONE HCL,2716,110
1912084096,"37804","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2716,93
1669405700,"38012","47075",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2715,197
1093818635,"38555","47035",TRAMADOL HCL,TRAMADOL HCL,2715,97
1811933674,"37934","47093",TRAMADOL HCL,TRAMADOL HCL,2714,100
1699162560,"37716","47001",OXYCONTIN,OXYCODONE HCL,2714,91
1073584363,"37604","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,2714,192
